i,ciphertext_hex,elapsed_us
72,0x30040ae4fc5b394d1dce15a08171be982649c5ce8b1ce600f81e9b0c44ef127174e23f597620ec7797bffbb0e5cb1e5e1ae9c330964b8d00786aae5f9a41703c17c188fa9c153216fd0aaf6a76808b01eafcb7bc0ad7db4a2847fed5649fb2a93ecf44e7db4eb52ff7c20e2d9ac17973239901134e47ea87a239c7f7bc9ab713,15766.27
73,0x9cff0b3e070f7213fe3c42ef59a0133ab191174307e42e38d15f70ea5c7a08ef7a88ad11eca07dc620125dfee0d09aee592e32024dc095a49a8bde7beee851b4ec02fa2df74c9be7d6cee3d4bea00329eabfed66d93ef05f8fd3d33f5ba77b05d57836074b601310c350adde15a8acb7ef1b5d88f4bffeee1e8bc1707c94075,16016.71
74,0xa8a04f5e16021823e73cf39829b8e60db951e1bad0b8a45d7728399890ffd773ac6370b5bb8f780bc2036f30d2c3e205243a4d7514052eddb7a9980f02fb6a940828aef13e9e9a49acf2df142b7ea518489cb436ced73f5a42d736484cc1ed721b1a33df3fcebc781d75fff2152e2ec9d8f4ceba74b6c2647ca5f8e184f420f8,16132.68
75,0x99386e4aecdad5e39d68f98fa1b8aab80f9e2449d7b320ff58dae53e70bd964d1a8e4afe54780e26457bae6fa97d38c7ef6443e69be75a64c5c0b0d1e42e8df4cb1b065dc316a0005bd448059ea1cad9f36787d60e416caf5ae1c6e7314854883ccfec957f1ad88b95a1500e2ef0fed165b67c97c59dd12609b0c9f68fcb3c9b,16333.85
76,0x3b9d76e230cf90fff6dec41f8e5ee31196d539b869a7e5e2fca8b5883d5b22eca38e33a712c6ca876d87e5c6c001d838f1bb586dafa2c0694f48ed501e5135824a4ff0304cd4cdb17f7a8c63f872bb165e2388adf357cff0e805d3f2fa8817fa5eb4461e638e0afab58a04ac97039fbdbcfc1463f22d15aded1c63097e931bfd,16332.17
77,0xb1a1230e0d8eb6c0c883ce3cbf9229cd5481f90f5da3e1f0fa2e975e235b61db7461fee278a30a263528b29dd3cd39de5d69a72691bb040e7099cf1237127dc12c329b0c01d26c6c91a066311b5b41add073d0ce18c5e7539be71f230682ce6249f904d2777fd612e86db83f37e4f9fe71bfb3e7081339ee967dc570b74e2017,16864.81
78,0x8548e89926bcde694b74b87a0452422ebe0c4f1c27adf14c33ae708366c28eb439cd545330120269572b07bf9b68a12584ea4ad67a974f14894a36076073b6760215c030d8a70ab95865cff855a2ad5cee552fda3b46073cf8a60dce1e978c2d124a185565f297634ef9184b094876e7084b81fc05af010df14c147b206994ab,16097.65
79,0x7ce2bf12304f93bb0fb80ca9c3e42b294d60a948a1caf3607fe8123621bf3231bc8eee96fb6f26ee8d7b04b33b87afd3f324680018faea72ceda9899ba9d4986c4946c40d9696f103d53a1a869572326a92393d3fb12409a8193d5cec44dfc98b00174141b022c41d5854ee28c047182f4b2207547a344b4b1db6aa6333c9ad8,16987.11
80,0xb99c20bf4f6621a93eaf506e27d1e8776cc62fb289aeb906eea03dfeb1716996a8c5e52617028a26498de15c1ba39f77d33bb1ed22c61575bb3886deda832c96bbf7699fc1a32625e666ef7dd787be1cc38e9af18113aa80b6bed49cdb8091a7dac6d30f5df6c90ee26edbf8f998de1ac10541bfdb51598aec865df2a10f16d9,17112.58
81,0x626af817848077a83589b1f90ff9b1c93bfe022bae0f5c833a85908feab124241cdceed4e308a72aedddfd7bd5ceb0ce557f8f59c5e9706561659185fcb24f8a7c1984e13eb5ad3b810073f1fbee73392441ff791df2850672d4543725f3ce34dea2b73feacec2edead9a830aeb722f39f067115135b2f0e9972e05f6dc85b70,16026.71
82,0x93df7f94bbde5bcc0a6f328007faa59fcd70457f9df60484f4b6a5a0f5b61aaef35ce3eee0ab8e00439e47e1ef7564fd01845d4ea1ba37b0ed03bcc927170869b5e91ba0245955aa6dcd5aeccce8383836ab142e8f4693e25a5418a641cb173c49e792b9d936e7bca48bada06f16ec7dc50c8e975084d041121c20ebcd8b636f,16673.74
83,0xd7908ea0c889e68688ee28cec9a56a06f7d38fd1f3c3f4da16ee5a162cd6956c858a6279d4f010ca840fc794e1b24068ec1e0d5f31cd83e67b7102d860488b023e53a178590959cf4d6acb1b1d05328278c1861b9b7451e37356a0a2769106288f3706751e01c321ca56363e17937e117e62ddce8c113a9c74c109ea2cde5a0,16475.05
84,0x4514d107af37d944d6f7bc075bee46e2a82995ad52c443fb24bd315e78f16adb1d19b77b3ab1f6754adbecd8c85b03a7bf05a28077d77a19670cf882483326580e3350fc53293dfb04c8b37b63993f0295ffff16919890f0e54e77642298b68f65c6e7eebf9cec8b92a9bc1099c5cb6c4976d8c009a065b9ff984c6d5121021b,16077.07
85,0x70c8a3573e3972a2cc786f825ec6c4ccfcfabecfac3a7a8749d15448232dea6a76981c0afe492df7353143cf451eb948cbca8ac74115b5f7022d73d3d579e7fa0fc8bf9f73c0be14b2b936b54e7f2ffc70c142fd3541e3ee18944ac082c6419a19f9fb2445d5729c8978fa5d314b8d727c187a898bdc3ebb4471f4b4743ce9ba,16712.43
86,0x4c2ede3ba20bdae868a1811db17fe4e8d531b5e3c1b92bc51d7972ae8cd81992133da5a1606dd33c2c3ab3ddaba3b240aaf161000c35c6d594ce7a49f95e80915a649401d0807db4d8472310e5d25f2bc048819050411ec510b2f35c79fe6fda9ef778dd47e0cbde9dfaebf6b60d0168dccdd38b5a6334df4ca5414314af657b,16360.66
87,0xb602d19f8ee0bd18c6655aa88eab3ddbce27b3c651f0031292e485e7c488f652cf66da546e3a4e97091f30d454b8578aa0734b5a014ab7d3787abae188de20564a0b8f5032cea270341da827af0b7ac7c2c13cfdbbdbdbd67402614d03cca2948e7bc9c949a38d21b98c091814e94a1b2917db96a5577b4595a792ed34c009fc,16255.28
88,0xc03305736e047bfd0417a01e8c3085a54ed2d72ebf2d6b7d26bda04409c5f3bfdc8784cac71cc447731e9846d8b46dd5803f3391e9646976f3faa59da0873b9da750309b20af039b9a46fa0f0ca1ac0f965d170417e8a48fdb374d24b0cdaf75c3513b07ff073e94f08430879774de7fd73ef73de3cd619b3fd79ac70ed81f4f,15726.99
89,0xb29cd4a7d20f91ad838be51007edcdf050bc59ac5464c1d3a24fc7733e3be42ffe691ec4461b7b9d7694a40e5b200761cd848e72266096da503bde212d05c27e28d2181985a7f8d061ae55f39ea51e45bd85463431957fba10675a4dda663950e7bcccb6febc2d2eb9fe00dd4531d36840aa7881a1858130b83eef20b31dc83b,15917.96
90,0x17696b3290373a087333ab7bac87ca405051f0962175abf096c1a862ae603e6ca0046fafd7442661c8ad5bd591cca2bc611cbfa2b9e9ef947239a18ed67c79299efa9eb1e1a6afc49fc916db063d08483b9444a4b50321437cdab3e8eb05ed6e0e6f1b84902fa390e7efe949952e2b8cb7bcbc47d2f95d976148d3ad76bf57dc,16203.73
91,0x13ad8be32b5014f67bb35c65d02287c9f6a68df56bead29a719dd8560c27663553fe41f3c95fe1b8f68e3fd4ae4f97da4f07aef1f6cc241f5bf94a43bad13af8e67a7dfda44df7aa143d9c827f43b84bb8481146428b04fcdd5f4cc1e622f3a9605c4913fe4f3fbd739b789cce0aa230d5cc6672c3864430c30cad0165adc647,16515.72
92,0x69739745150e70d150846bb9f1d7074a8e7103436800c88b98c9a586af4dc7ada52f97b1459baabdb9a69c65900ac378a6714100ddfcccd006c52882ee0192f00cfd040b3a4392312d585209858129db52b92ebf4fcbce376d7a4a62424582dcc94f4a357ff8f8f705b370d0d70dc2682e3ac63eca443b37f24f75f7d6de735d,16041.25
93,0xb13cfe355e96dfea1f8f22817baf7f9062e900b7f5931200ffbf178e9b852956fe3b6a4b87b6e0fdc56e327c67faa05a18455fb34d463947823d6b3991e5bda724c0fa1fc704a0ce90b0fb23ca788f4ed722d66cac9dbb7fe83dcf0ad6827f0ada2d56be2ec45389e8c302bb9520b116b6690405474ab30af91d60ea13d888d6,15713.23
94,0xb78e90adb2ca8a65c8708311971368696f7a65c644e025e12d260443691024edcdeba17c085d3e3b281a8c76b75e5fa437b3b142909681fb9d39da76138c32c05db439e6807a31360286bb06230117cdaccda4245ca2e57564f8b2e6791568589fe3cb313a4b6b98e1f0b1950eb2ccb784a0136bb704c1a906bd173f4a1cdd2e,16536.6
95,0x16e9ad8a1493964cbbcb9661421c865b312fc8b58a47dc3e10d50e53e088fbbf4dc8ee8ff7bf523207d092924dd5a25ea5f51340b59f4ec43ee3fba6de077c77e99c2f45aeab2d1c17686b85f4ce1a49e9a7017b90221a545815378ac456cece28232e61cdca549035576a4b2248fc9352bec32237279452b0c6bfb86c0d438f,17913.38
96,0x53fc8d26580875f941b3ab898cfd9ead16e8a3ec29d7afeb1f0199b95125bdbb6c06fd829c2a8546b8ea37c804e4c26782fc84be54a217330a50390250197e3710958783a28bcc2bf0b73d6ffce8170da93d8927d8229a594daf28e396a6a9a4a8b6b5ef39784b6fb23af1cce1b5e6bdc73a4929f39133bfe0c23f6a251e4144,16602.2
97,0x20a02dd32f89ae1adbe5b4d6f075d457d3eaa2263304881bbec6b4f59f329fba501af4249c88c54c0b79aa9f07045402907f6ccf62436abc7622be809390560c0b53fb54fe6c46b67fa3c39af5a9ba5fba2a9c6d8d73f48bfb4b8dbf1afac0a770fec09d3f2ec961e6ab6ef047749b34753e0b7c8166a74117480a57ada66bdc,16430.42
98,0xcb8fbdbd2f2e147a977ebba84d91e7135d19377bf9188688910083767165e0becbfc89d8e26475c935c32064a5fb424bd949e08bf6e353315737b144d93aa4f5f2d8c7a3ec73a0073d7cc50ce3424c82f9ab00908f8b94c554d8ee98152d72efad6815acabf055cc8c1060214d4cb9de5350112d693db824178edea91601d692,17125.64
99,0x28d0f6dc3b0604957c1034eeecb9e713db7bf819c15848ee2d423ea5c3b436e2598b6f5f76c642416f34050344a645e19c3089188fee3660776230124d3ac913e48e32148b0318e9fae0b5203291e1559108dc7f67b7725a6f306430d6f4dc4e98369287c82d292eb5f9f74de2511bf3857680216224d0d6c17a541338bacf25,16236.18
100,0xd09b6d853762b522dad8aae7e24d3930e77a5cc7e21ad04b6bab12833f8deee76eef978a91f0e0333df431ce1c37ee1e873e720e4b3709f9dd4276d3c10f8eaa80aac765e5628b630f0fb20b3fbc512f204e4a49e84de7ac798284638505cc34d856e62cc741552977c0c6f0f10a4772a249454c9c6a2bc17cdf52977cd04bb9,16034.43
101,0x3387ce6612ff8f1fc662fd993a7268f2167a048cb621bfb3a45bbfb822ed5159ac202e2f9c8fe102b369b1b2403b0deb8ad652116a985423629e6e27d432f7ae391a7b6ab3d19e700c133a35e5fb3278a4b30872eb82da71edaf62a0341e4bdaf272c77c30b05837697e50d8dbb573096f36faefd87d7c97250caf3014e6d4bd,16465.95
102,0xbaa978241a6f705af5beabb2cfd7905eabf29ad92b93493f0bcf62b8ff3646d0627ef1e10f7f93cf1bd259aa81a24dfe8c95350abce9491f724605018a58d61d838d7002925d6f248d21e410ec276792eb25c95ef9e3594b706fd595671fdea1f0d6bece2f98fc7c10fea0c1975850e81a1b5fd9803e2ba1bf8843c3f6495938,16241.23
103,0x8e1e25bfbdc6ec6be6b8ddfa00b27495a001871d247ad7dc7b252cafc2070ecbfd3d58ca251d5af632216a00ecb093b7e0e209f5e0ff65c55f6353b28ab5925a2763854658f546eec7b2bf62c32bd54513689c29c6d867858ed50e006958bc437d3b388e33d8c88ed6ac8a8285bf54fd08623fda5024182a37d2f58c0cc9560f,16098.54
104,0x539bd5145c03ed555b84af86748e432843adfed453c6af6f784a9c86cbd4a7bc5d0616d27c29af3ec22c7ab9200b344aaa0f45a4763572b779acf756e18b600dd24f6b91501459338f861583682c09bc509a3ba48d27367c9707f337583387ae70b477df58c98936eba4e4eb68048864ece59fde883ca6410a8122fe2602c15a,16155.74
105,0xd066f91e83cabaa626bdf6c02626342f28f6ea51c810eb0cefa61160d9411422f1643f9fe504fa3afc88ee4f17321b718cd3ab164f8754ddc5d3d22e32a1a97070525aa30ae4cfa2c6404085f4ebb8089a31a7858b056012848efdd36839c1165c0702852912d4988b0685d011a0d62571346a5bcc3c89952fa17e1dfb5d0e01,16263.49
106,0x37c7b6bb8368a88926bfc3921b090beca9215ece87f64169545df3bcf05fbfb55a7fba52760645d0e6f629885b2182b445e0ac86aafee87301edf7ac0a8fbd4735d404a396ee8649df4aee7c5a9365c91c375d86cd4ba376270b9599707116497e2103575f56832f1c2254d21e19fe422c58170005f8bb4afd9cee1f96112107,15920.24
107,0x3a2c3ebf7016d13244fb102bc9d8a49916a65afe5432d1fde831d3b98f4a2d9c01a7ac1009f8809665be22f8b77b438e8c605de91e6e68647b96586a1d9fe5ff34b6415030e792385dc2c04e7b269b7107449c50ba0b0a1d571485de88fe60f119a9b0bfcafc0037efc7e63d66604ff52922e0e3137c28302c21316e28033189,15739.95
108,0x9997c954138a25a6adf3cc92f122e82a5c8cab3740edd4f66438330037c52ab3c0a27a6975b3b66dc4e676bc8c0cbf1b649333942b229638812d3227de72d2b3c4af209bd9e82512cc95fe8afbcf063ce906278842d7ad9852dc1a3e31fd1f842916c6c6b5bd4d782c6c8e1a8f03c7b35392949a58ee769ee399c04b624065fb,16227.18
109,0xc8114f3da2e37093efc17abdff3baf5178dc6740e7b6c5f3542c23da1fffee071071cb9da2ea4213c43ad026507dc956e0b30f4dd0d49149edb4794307dafe914df7d79c90ce7eedbc0dd32761f99ac0d91ce2ad846d10a89fea8a854fccedb45b480b35eaf57384fff5a59e83178db86af13e8cf933c6823ea59b28fe943f75,16087.56
110,0x3c4435c75bf4a311e742040e7eaf7502acf55733921609aa4b95defbdcfe5cb58803c7cb8b42afd6b1862d45b57ac78923fb49196c85de7ffc8241dbde6687763c1199d5f261fe564c50eb65898199ce3624f6258953d75533fc8558480dca0a78b21c44809682f99cb24ed7f0e30d3fb4f1ffedbb2672f5bfd2c0425f17cad3,15732.23
111,0x1c3f04f5c849c7fe8b655f577e3e113d67edd166bf44970a665716036f93e1011b18c2e8cc7bf98a62e16446ea4fd339e05dd36d66dc4c6dadd2de585a32dd5c1bea0f3bc0f14d738dcd31d7af665c2b82aab8a8cf42150c608efb17bed1eaa7d28a59591f141ded2cd5ea05048cc8cf5e08e477bdac6e821b0c75465f735098,15384.92
112,0x39145fc5d3f7c4c6777438db959d01a961f4c5ae8ee3ede5fd66200e0f289c2c7a910dcc0457c1249bfb41de7b5861097154e6224309877a68ddb240036a0290a865e1ba26a1ff2410f1cdef01ea87469592db6aa6c56cd31a4ab1cb61771396857118ae32759976a6a0cf5679db338584a43d3ce013bdf189aeec295e278400,15720.06
113,0xe344d19c1202d0eab0595a2dd5d09443d769b672725a9f07ff14273f5d5d7e5a0866d5c217e0993486b3694717f7996409ba8fe7d7879a5e425fa4c1dbe0c9c8c432b6fc3ff77105d34a0308c1d8ada5b536ec5a082a5f9d33fdd222209470230559825a1a1df094859a9ef368868fc366033e634cd41ae87695baf2e82a64a,16054.61
114,0xc2287db01d00c64eda300045b1abd6456879d1ceb014eff05a1cdfee5f83ada1c6eccae50a1a17579592f74cdf55ced126ae37ec9e5ec6ddce7ed39a79a751a2bbc3137d7d5cda86a13604d404f7d73d7471a5c045dbd743ad45bdd1ba4537231a5ac66b4169b39ab8117946268f34747cdad20a495e4774c72105eeace000ed,15908.26
115,0xcd4c77f1fc600fe64d146fc40a9c1386b981bc0b9bada9d9a211294f0e26425798acbc2e7099b8dfb11c17a72535b44eef6a99898823147918468e0a548aaf84b2de82901be4cabfcf156f4b3027f08d5d7b86193ec681b450cbea44ba4b478ddfdb32f2552a42fbf48f85cb71b12dddec0cdab387d9bc874498c0e67f335522,16182.75
116,0x83fe0fcb4429a087aa4e7bb8e7d2714ad314a4afe4207f3e1ce9ed26db36f6f72e52e6d88aaf94fe1663b35ef21cdfe733cbe81b860a3ca63c10f17684fa312372b50a8b9318915753149a714c77726d754521fd1ad27ab279df1f0f39727b05c20a95774004ba4124133d8fd3cbea6d37e5aacce217009da0cc1547b9707e97,16811.28
117,0x4204465d3775ad1bf257311a43aeebf8ad52ae40cfb3a69cadc8ccb4b35612d57163ddcb080946f4a4d9983e0cdfe28b1d4324f39763f4eeee8c17032ef91a7c7e0dbcfe7415c261d2e484b4c95176d270e3cb998d8c268fb7cb5a3d4c30ec276c6d3544ff122d2ba2801be1fa629e97dc967dfc35631debfc373de51059ebce,17201.17
118,0x180f30b02cdf01ca67a6a26970e67ec318d486b358fde5b30526626720c002d10df5f7589fd399dfcf0adf0ff00fb9f43ceea9a0b3b1f1692072ec3da4abfb6053656c2deb6757ea8b5ea2d65238cea20704c954f31ff396b4687de4ec334f0126c7d3ccd4eef8f0df4934966547e9f4c843694aa79fad5e97c54b59eeb9f50e,17190.0
119,0x104bb28e0d826c4d10817cf1efa36104f35335ef4ad277fa1de07a5c72efd27cdadee26491c7e57bcc001ca428d2caf09d3af60a8339b2c9956596e108e7b5074b74306f4d51f0c4621c0ecb0460c314db6f19fc712819e32fd5b644cd031fcca0d3a2aefbee0e457289a322f32928ab5318a3157333decae7cce7757b285a4,17505.56
120,0x7fbe8e30b38008eadc757e3dc65ddbb43ca79a7dbc49d6643143d2c5bd085bc27f01c03a0eab3386bf6f83242e8fa71905d8a8d37f81cef0f613163c1bf2afd12b10384bc341a84237f0f8bccb334828867e91e1b53b283ec352f721dda56e4723036ca6f8b6be49d5b567e9a0ffc4fe4fabbcf97fcae516a8ee6f3a88ac196d,18216.94
121,0x60929cf2347c70757d6f2e3b201a0a7c8f552610cf13de806b008caa0bcd3aa14763d9c3b35ec7fd95649daac579038d57260a54397abe83159b9a87cd10ea6569a0b680d8f8a8657c466150b7a2b4b4b1a6736aa5e49eb3a042f5098c541b4e29e76124f9ab2d58f46b45f3ae3fbc42edb2f4446f67ca0cee0efdb984c67806,17397.83
122,0x330937d985574aed3ca39e1a53cca3256d3880243ced97fa445912ea18a2e2960ea99c0f14e6df5b1a0441cb28b016dfa99cb755577a3d73ea50f6c8a6f140b2354e68fec8d347a8657cad337066381212f77e213cb370067aa759ef1cab57ebcc11d77faa82c99c102ee909e91bfbe253601f7ca088b2d344b30f868ae547e8,17139.61
123,0x307251fda75008e2e71081cdca390556d1091ffd021db9d8c69a610b3daa448f156f81c404a36c6d361caa4cb7ee897f04f69d1d3b66a62fefceb48dd01eb0b6d671f31a46a4140257ce483557f6e44563d8908ec430a32c13b7efcf726eef977c19e7f9095d38edc11ae8c183c5e6a6b7f815731275e738577f4accd5cc143e,16244.52
124,0x483270f3db00ad38e8a3f3ad72a58cd11358f5a2285df0b29f330e689e6b72d3ee91aeb46237703c5afff27e968d8b2d5e92d79833b1dcc423ba6a6aa29af95dc345e3b76f0d5e73954a4fa334989586ff6b518986a9b55d4cb8cbafd7a81872fcb066d8e6f7a5c1c41aadd7732b573808041b9db83c8ee5b88bde827f6b6939,15795.33
125,0x5e2a3d732641189259ce88da5e5042187b225f837c1b49a6ab5b2459d68c1c5dcc880f5ae31d261b9537d4ef3c5052ef797c7a9cd49336b03b8cc081c761c0e31ff3b46159a5e1810ff6b8fc641dab16dde2924eb9997ca48933877f30b8ef0572549374f45470145edf46e31cd36f9e89991100cd0926c9101f64c55a9c8fa2,17007.57
126,0x58c42f28bf5395f9155631858be1de364aa18af7235850909f6616a53cfa5df7739d2bf7871fdf51516ad8dfaf0420c13fc60d22fcf346e2fd136a317faa20aa55938f22b61b06201a7f424d666a5418b9c405eefdf5d5587c46b91ad77da69574c2e799f27086efaca9640e81b3d2a6b31b88c3eafb388f2ed7673f5f9fa45e,16443.12
127,0x7873254c93c3f29e26677299f2a3bb91c2448d74c1d5abedbe15bdab0bac45c7bb3e355a19d25b8b8ad61537872c77bfbac19b56df250ef7a2403995ff7a4890ecb48d4097f7a2cf3c36ef3e61b59f66576e0ff3c225c0a23ea9456f1ee044f260f10b80bafcf1a7bb7f2ac10cf8bcbe378444aed5e8921c5150eaa97cfe7e8a,16731.6
128,0x26851a33ed0a6a2733b7fb87aedf1d8fab9255cffd4b6e81d742f8949e96a3ccb8759a87260aa96b096d62dbd05ac226665ddd4062b990fcae16cd6a5cf111ff8f5c9ce7d16c96fa2c079f3d0983615f402e400d34c6d9eb9f7b4bbbbc41613f853d368e8c634e155b25c01f9544aaf98bac1b75f42f2ee58bbf6896fda5638a,16623.47
129,0x38031208b739b00ccfcce6282903d053d7fd34517029c41bf26f93cf6c648727a0a341666b03c9ad29de8ce62790eadc0c8bb5f64e3ac2576054feab6d66249b914b9206a7ac5fe3f442e2422bfad89b823e97e6594d20159fdc07ac6e4eef304235587ed6fabf5f9b975f627a5629bc060afa1e897ffce31d975425531b214a,16523.47
130,0xb1ee5b9b4c688dd74536a40c1ef9ce746dd80cc18c302353035dd05140850ac33993668f515bd8e2d63f97fb9dd412365c56f84c8729b9c95acaa30be02f10995103e7781cd7a04948d5ca9df8cb3c703adf831c849c3d129165404d975c9b84c6a85d019bc89f23b70749acbfd3fcf1ea04946bbae1a42b8c574219990faa6f,15866.36
131,0xba77a680b1a21fada6d906533f87b15aea6ab71161d9960572505109bcf00102e071371adc3d2317b2d232f214c6b4307d56f48df20e6f54325e4080aaaca3d0d750e420541981cd4204dba34276bdb2914363cd83679ed1436796103c855cf1a9c035daf312b0ee515a48cfb1ae21f55e0619b849ae1671b109c82cf150f3c1,16371.49
132,0xa34b82a53a5731e3b65da8870780f99472946278363874045b6874a6b22212fffe11271ced49810e0592a833eba1b1688448bcd34e731b2b15edcf0c185fa59e98aa4c4ce4a829d33f60da0c6886bbad4229e659cfd604f52fdb8abe5317c0fe1b913942fbe11bf57aa877f07bec85f6841efef17f8d43134741d9cc34148c53,16951.13
133,0x11d3ca2d4c3e159341ed2253e4098d00ae572c3f4a03d0c3e66237ced9ee69950a28e3efbfa39c99c4d9a9d3a7d173b2b839590a94367e58f7a6ce98323bf48f4b7e27c47b561449efdb76aaac9c0717e5d8abcf64df5e43ea26791fdd6e1183a823c93df8362035485a3adbc257900f359b78370a99068b09d246c11186c993,17290.4
134,0xbcd26544906f4f4107e63a828454b44f6525c0b00eeb7e2fb7ec16111bc67cdfd1dd2d92dba990ea62a6606bab65c514506b26c562e0e72c99c0bac485c197b10cff81a6e2f28883f413d99228ae66bde45cfa5ebb4d0ccf46e8e73109008fd1de1a609a4c654e1a873c4696ecad55e144425b717c5300debed90e8158cbdf0a,16183.11
135,0x24d63bb9991c3f6e2e48ee0331305cf1c85e2a5bcdeecac35b121b11ce7d5efd0286d3c70fdb1e913dc0879b3738b67b2b8bd3005f6012c5f155db66c3b5ad7ff13176c0a786bb7c1ac0d6460c7173c1cecab646bec3f3cad83cf18d5511dae354427d4f1df76307cf700a21791eb3b345c16eb15761299d963d6331edcade24,16544.9
136,0x17fa6326a6e643619f3e55f0c01329ac67c1cec54606aa1da317f566cb3777c6c59e2637ef08979eb257331ee0fdb33702a2af7ef3dd02ca13562ae52ecd80d89faf4911bbcdbe7794142bb59d45afd5c68f8768715eef56209310ce7a3990e993e038f4fbc20367323d170ad0279eba5196629697e4246378cd2f79cc731f1d,15866.86
137,0x6825a0624ca8f0d529442a86b06ebbaff111de9d8e6863dd689f255a38cacff1bd2563ecb4bdd3506a1f8c499ed1cf97c13a239329ac214220a0f400a3f78c429c0d1ebf5eae2afcc947723b369e7b2497d54872bdece5f2d8456341e04f6d8e34a43da7de832fbebadf175a9e424b213ccdff706b13df816caa4ff568154f8f,15717.96
138,0x3ca3025b2e15db87ebfc9cbbc560c55b96c12902945a70897555855541104b302d4438f189bba41ba2871c8899970f5af6c4c2a36cb6c8d05375805509cb70738bb1440f162251f936ba5c9b1c7b93afccdefab14f852aac574c423542482a7de84c29b71fd6cd874bd873134bbd9a4aaa53f3201adc116d540dbea12d01665e,15945.13
139,0x759ad3a40830869988c10aa59f8e1c6585a5952049499444e58e493b6925195e33be356b388801d813039e95420c64c8aa0d2f162d6effa71649ddacd80d3943ba600386709a4ac165afb970589217101ace8565c0c1ac399bf94adeaaf55b5a126c753df48381139c30bba30f7c780690a71f70062e26e55c879c6f6205e6f3,16043.93
140,0x11f8ce2a17e3145e2f100e2fcbc1a9ccb435d367f103bf29059515191b1bfde81a71f1458d708faa0fb1b241288dd6cbbe33aeb2589a7aa1c46f0ede2ad699cf5f72f21c4dee4afae134f97fb359ac40cd10b725ea8cd7d09fc51592983e9975212fccc0591cbef3b9d0a85f8ff92058099c950af4f8be6a2e8ac5a4d5d857bf,17069.97
141,0x60e0befeeb355ac7068ee06f9e7773aea50a1a45fda32d2ca8ed83fb58a768c9f84a1176d1e77f71899d37d6e0bb44d87b347f2fbd2e14d61fcf480daeab4724625038422d6410174cdbc1282b843c635315800cfec7da52e33d38fb75949617ed757d83075ca8ac9aacfdfa83eb76b2c5648d97ca4ec0ff6d151e4a50d3f318,16625.35
142,0x623ac6cf116687f7c32831480111d32a127ea94fbf7f65f322d2f13b103e21ae6413dd3b6c6d5cef08a79844bffd000ea9522c12f724fdcbab2d308f11d82500257abbf0d07fc599b91693b3ba6fda48773c6575414f54a22510ea5649ca443534d12aac3a3d29f6185959f84f9b2804f30ff38e38c196b94e0df59c38964447,16502.04
143,0x3b656eb55f81886e212fb2e380b56c72dc1c290ee333a514d77d778f1bc7b7f7903d486f79804198d75f05161bbc2b1646845fd1ff215a6683259429f865c5679a9f57e85496688b38b20a98021dadb1c5eebcabfe6727283396ddd3945a3fcee2a592ea3f0741e34e78ba384f23074993c781ba7ea32e8082fc9b47e12062a1,15861.6
144,0xc42199f23207099cdaff42fe176f4f49642b88f3e5b752d1426c2c54d5863d2648b4a620c44133589f3591aa498c37aa5df2852753b717caae7889709b6c753551b9b0afdef4d3e7535d2c0ac019a4c819750ab0b1fac367fe3f71168d86b2d635b48fbacfb80b934a4e3d8bca265ab14da590a715b884e29198566707d6a2da,16190.95
145,0x736f9794529815730910dfa56e797adb71175bbacb1385553ed12314ea33c29ae54bf3b97fbcf1a6c78ccdb7a1dcae7625458ed3dc3075e7aaa4bdc7b182a8b46b690130fed2e72fa6070be978dc99736f92a3ca19eb9e8bdfb1439795a83b6f2a2132ce4ab2199b70997ef7b37335d3ccf1f0d09282bee4dbe8b6d5c8b10af9,15845.33
146,0x31e1af39e198d3f6424f495f687af63afb4c2fe35bfad2e05361672a1815b1c5e574ed14b0361f2f1d6ef000fe742a5483f6d0c8f5e7f3e569fd4573e8c110b531abb3c9e24fff02c4bb827b2479c4d4d397cab3c93965976ece53a1ed3774a5b7c19ba72930e4ddb14db114c63033b0686a12b0c28028c78ad64ae1b6bfc6f1,16036.29
147,0x824f306d061bcb7bd6db33ce0f58b5fcaaeab0d59b02e60df71bf8075b47468de54b56308b87b55079c7d62a285af08c58f1833dcc98018b1a8c8f956d4c28439ea304802706a90fd0b7996c157acbd84b0e9f653e8a4f795651925f51b3acb385d46da2841f5bca265475f52bb71141a108f7a06642076185114cc98c67f072,15781.05
148,0xb88e0a00243abf96cc68a33be9606964fc613cbcf5521ebc19e9e5f451e0acdc14ebd5dc66fb0e0f23a69e4fc6512cdbf8e913e1e837345624a8d31a29a01d4c81a19240faf02c06da69c39df5750a074fd45efc2967f319da1c0742493b5d43d8ff3b5a19a8cd944e401e153d92408178cda00e8bc69a970de3eae97880f260,16318.52
149,0x7b66d3de6a12a71115f33a8f2c81f02d8c86154b3815dbde975123678c1c17a6f2e4c489f1c254b88dc3f87a2628816be0ec9ea8324676063a33d526dc2f77a670fc40f18fec5d644972a5aaa1718f13b3a6a02f8102ec8dbd430c8174a7506c6218a05a7ca50cdfff3bd7f6e3620bf56425efca88ec09e5b80d87a8e7a92547,16398.77
150,0x34b7c736609f58c07922f30460721a713c740b755b1c538b7cd9d1fd86d221033c93a4e1041a10c2a3a10ddf646e93e8f167420679132fdf424dbd0b3d1a01aac68f9fda5219a06e5386ed7db92c4b49d48be49e05beced903cdb55b086b1b80cf1b13d0550a65bb5d57f57df1458b480181fc11f775ba7a238644cc3240bb03,17425.71
